"","uuid","suspicion_rating","normed_signed_e_v","normed_unsigned_e_v","subject_lost","subject_lied","reward_block","random_pick_col","n_blue","prop_blue","random_pick_red"
"16","59fc8a30087f2e0001ead66d",0.166666666666667,0.272727272727273,0.428571428571429,0,0,"high","red",2,0.285714285714286,1
"17","59fc8a30087f2e0001ead66d",0.166666666666667,0.181818181818182,0.571428571428572,0,0,"high","blue",3,0.428571428571429,0
"18","59fc8a30087f2e0001ead66d",0.166666666666667,0.545454545454545,0.285714285714286,0,0,"high","blue",6,0.857142857142857,0
"19","59fc8a30087f2e0001ead66d",0.166666666666667,0.272727272727273,0.428571428571429,0,0,"high","red",2,0.285714285714286,1
"20","59fc8a30087f2e0001ead66d",0.166666666666667,0.727272727272727,0.571428571428572,0,0,"high","blue",4,0.571428571428571,0
"21","59fc8a30087f2e0001ead66d",0.333333333333333,0.909090909090909,0.857142857142857,1,0,"high","red",2,0.285714285714286,1
"22","59fc8a30087f2e0001ead66d",0.166666666666667,0.363636363636364,0.285714285714286,0,0,"high","red",1,0.142857142857143,1
"23","59fc8a30087f2e0001ead66d",0.166666666666667,0.181818181818182,0.571428571428572,0,0,"high","red",3,0.428571428571429,1
"24","59fc8a30087f2e0001ead66d",0.5,0.909090909090909,0.857142857142857,1,0,"high","red",2,0.285714285714286,1
"25","59fc8a30087f2e0001ead66d",0.166666666666667,0.545454545454545,0.285714285714286,0,0,"high","blue",6,0.857142857142857,0
"26","59fc8a30087f2e0001ead66d",0.666666666666667,0.909090909090909,0.857142857142857,1,0,"high","red",2,0.285714285714286,1
"27","59fc8a30087f2e0001ead66d",0.166666666666667,0.363636363636364,0.285714285714286,0,0,"high","red",1,0.142857142857143,1
"28","59fc8a30087f2e0001ead66d",0.666666666666667,0.818181818181818,0.714285714285714,1,0,"high","red",3,0.428571428571429,1
"29","59fc8a30087f2e0001ead66d",0.166666666666667,0.636363636363636,0.428571428571429,0,0,"high","blue",5,0.714285714285714,0
"30","59fc8a30087f2e0001ead66d",1,1,1,1,0,"high","red",1,0.142857142857143,1
"31","59fc8a30087f2e0001ead66d",0.166666666666667,0.636363636363636,0.428571428571429,0,0,"low","blue",5,0.714285714285714,0
"32","59fc8a30087f2e0001ead66d",0.166666666666667,0.545454545454545,0.285714285714286,0,0,"low","blue",6,0.857142857142857,0
"33","59fc8a30087f2e0001ead66d",0.166666666666667,0.363636363636364,0.285714285714286,0,0,"low","blue",1,0.142857142857143,0
"34","59fc8a30087f2e0001ead66d",1,1,1,0,0,"low","blue",1,0.142857142857143,0
"35","59fc8a30087f2e0001ead66d",0.333333333333333,0,0.857142857142857,0,0,"low","red",5,0.714285714285714,1
"36","59fc8a30087f2e0001ead66d",0.333333333333333,0.818181818181818,0.714285714285714,0,0,"low","blue",3,0.428571428571429,0
"37","59fc8a30087f2e0001ead66d",0.166666666666667,0.363636363636364,0.285714285714286,0,0,"low","red",1,0.142857142857143,1
