"","uuid","suspicion_rating","subject_lied","subject_lost","normed_signed_e_v","normed_unsigned_e_v","random_pick_col","reward_block"
"58","55e876f25e4d360012cc283d",0.333333333333333,1,0,0.363636363636364,0.285714285714286,"red",1
"59","55e876f25e4d360012cc283d",0.333333333333333,0,0,0.272727272727273,0.428571428571429,"red",1
"60","55e876f25e4d360012cc283d",0.5,0,0,0.545454545454545,0.285714285714286,"blue",1
"61","55f42b6a32af740005170bd0",0.5,1,0,0.0909090909090909,0.714285714285714,"blue",1
"62","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.545454545454545,0.285714285714286,"blue",1
"63","55f42b6a32af740005170bd0",0.333333333333333,0,1,0.545454545454545,0.285714285714286,"red",1
"64","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.909090909090909,0.857142857142857,"blue",1
"65","55f42b6a32af740005170bd0",0.333333333333333,0,1,0.545454545454545,0.285714285714286,"red",1
"66","55f42b6a32af740005170bd0",0.333333333333333,0,0,0,0.857142857142857,"blue",1
"67","55f42b6a32af740005170bd0",0.5,0,0,0.909090909090909,0.857142857142857,"blue",1
"68","55f42b6a32af740005170bd0",0.333333333333333,1,0,0.272727272727273,0.428571428571429,"red",1
"69","55f42b6a32af740005170bd0",0.333333333333333,0,1,0.636363636363636,0.428571428571429,"red",1
"70","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.363636363636364,0.285714285714286,"red",1
"71","55f42b6a32af740005170bd0",0.333333333333333,1,0,0.636363636363636,0.428571428571429,"red",1
"72","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.272727272727273,0.428571428571429,"blue",1
"73","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.545454545454545,0.285714285714286,"blue",1
"74","55f42b6a32af740005170bd0",0.333333333333333,0,1,1,1,"red",1
"75","55f42b6a32af740005170bd0",0.5,1,0,0.818181818181818,0.714285714285714,"red",1
"76","55f42b6a32af740005170bd0",0.333333333333333,0,1,0.909090909090909,0.857142857142857,"red",1
"77","55f42b6a32af740005170bd0",0.333333333333333,1,0,0.636363636363636,0.428571428571429,"red",1
"78","55f42b6a32af740005170bd0",0.333333333333333,1,0,0.363636363636364,0.285714285714286,"red",1
"79","55f42b6a32af740005170bd0",0.333333333333333,0,0,0,0.857142857142857,"blue",1
"80","55f42b6a32af740005170bd0",0.666666666666667,0,0,0.909090909090909,0.857142857142857,"blue",1
"81","55f42b6a32af740005170bd0",0.5,0,1,0.818181818181818,0.714285714285714,"red",1
"82","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.363636363636364,0.285714285714286,"blue",1
"83","55f42b6a32af740005170bd0",0.333333333333333,1,0,0.545454545454545,0.285714285714286,"red",1
"84","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.636363636363636,0.428571428571429,"blue",1
"85","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.636363636363636,0.428571428571429,"blue",1
"86","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.636363636363636,0.428571428571429,"blue",1
"87","55f42b6a32af740005170bd0",0.333333333333333,1,0,0.272727272727273,0.428571428571429,"red",1
"88","55f42b6a32af740005170bd0",0.5,0,0,0.909090909090909,0.857142857142857,"blue",1
"89","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.909090909090909,0.857142857142857,"blue",1
"90","55f42b6a32af740005170bd0",0.333333333333333,1,0,0.363636363636364,0.285714285714286,"red",1
"91","55f42b6a32af740005170bd0",0.333333333333333,0,1,0.75,0.571428571428572,"red",0
"92","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.416666666666667,0.285714285714286,"red",0
"93","55f42b6a32af740005170bd0",0.333333333333333,0,0,0,1,"blue",0
"94","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.583333333333333,0.285714285714286,"blue",0
"95","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.0833333333333334,0.857142857142857,"red",0
"96","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.333333333333333,0.428571428571429,"blue",0
"97","55f42b6a32af740005170bd0",0.5,0,1,0.833333333333333,0.714285714285714,"red",0
"98","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.25,0.571428571428572,"blue",0
"99","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.416666666666667,0.285714285714286,"red",0
"100","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.75,0.571428571428572,"blue",0
"101","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.416666666666667,0.285714285714286,"red",0
"102","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.333333333333333,0.428571428571429,"red",0
"103","55f42b6a32af740005170bd0",0.333333333333333,0,1,0.833333333333333,0.714285714285714,"red",0
"104","55f42b6a32af740005170bd0",0.333333333333333,0,1,0.916666666666667,0.857142857142857,"red",0
"105","55f42b6a32af740005170bd0",0.333333333333333,0,1,0.833333333333333,0.714285714285714,"red",0
"106","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.666666666666667,0.428571428571429,"blue",0
"107","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.333333333333333,0.428571428571429,"red",0
"108","55f42b6a32af740005170bd0",0.5,0,1,0.916666666666667,0.857142857142857,"red",0
"109","55f42b6a32af740005170bd0",0.666666666666667,0,1,1,1,"red",0
"110","55f42b6a32af740005170bd0",0.5,0,1,0.75,0.571428571428572,"red",0
"111","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.0833333333333334,0.857142857142857,"blue",0
"112","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.333333333333333,0.428571428571429,"blue",0
"113","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.583333333333333,0.285714285714286,"blue",0
"114","55f42b6a32af740005170bd0",0.5,0,1,1,1,"red",0
"115","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.666666666666667,0.428571428571429,"blue",0
"116","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.333333333333333,0.428571428571429,"red",0
"117","55f42b6a32af740005170bd0",0.333333333333333,0,1,0.666666666666667,0.428571428571429,"red",0
"118","55f42b6a32af740005170bd0",0.5,0,1,0.75,0.571428571428572,"red",0
"119","55f42b6a32af740005170bd0",0.5,0,1,0.916666666666667,0.857142857142857,"red",0
"120","55f42b6a32af740005170bd0",0.333333333333333,0,0,0.25,0.571428571428572,"red",0
"121","5849916abb147f0001786ac5",0.333333333333333,0,0,0.222222222222222,0.285714285714286,"red",0
"122","5849916abb147f0001786ac5",0.833333333333333,0,1,0.555555555555556,0.428571428571429,"red",0
"123","5849916abb147f0001786ac5",0.666666666666667,0,1,0.888888888888889,0.857142857142857,"red",0
"124","5849916abb147f0001786ac5",0.166666666666667,0,0,0.555555555555556,0.428571428571429,"blue",0
"125","5849916abb147f0001786ac5",0.833333333333333,1,0,0.888888888888889,0.857142857142857,"red",0
"126","5849916abb147f0001786ac5",1,1,0,0.888888888888889,0.857142857142857,"red",0
"127","5849916abb147f0001786ac5",0.833333333333333,1,0,0.888888888888889,0.857142857142857,"red",0
"128","5849916abb147f0001786ac5",0.166666666666667,0,0,0.555555555555556,0.428571428571429,"blue",0
"129","5849916abb147f0001786ac5",0.333333333333333,1,0,0.111111111111111,0.428571428571429,"red",0
"130","5849916abb147f0001786ac5",0.166666666666667,0,0,0.444444444444444,0.285714285714286,"blue",0
"131","5849916abb147f0001786ac5",0.166666666666667,0,0,0.444444444444444,0.285714285714286,"blue",0
"132","5849916abb147f0001786ac5",0.166666666666667,0,0,0.777777777777778,0.714285714285714,"blue",0
"133","5849916abb147f0001786ac5",0.5,1,0,1,1,"red",0
"134","5849916abb147f0001786ac5",0.166666666666667,0,0,0.444444444444444,0.285714285714286,"blue",0
"135","5849916abb147f0001786ac5",0.166666666666667,0,0,0.444444444444444,0.285714285714286,"blue",0
"136","5849916abb147f0001786ac5",0.666666666666667,1,0,0.888888888888889,0.857142857142857,"red",0
"137","5849916abb147f0001786ac5",0.333333333333333,1,0,0.111111111111111,0.428571428571429,"red",0
"138","5849916abb147f0001786ac5",0.833333333333333,1,0,0.888888888888889,0.857142857142857,"red",0
"139","5849916abb147f0001786ac5",0.833333333333333,1,0,0.888888888888889,0.857142857142857,"red",0
"140","5849916abb147f0001786ac5",0.166666666666667,1,0,0.111111111111111,0.428571428571429,"red",0
"141","5849916abb147f0001786ac5",1,1,0,1,1,"red",0
"142","5849916abb147f0001786ac5",0.666666666666667,1,0,0.555555555555556,0.428571428571429,"red",0
"143","5849916abb147f0001786ac5",0.333333333333333,1,0,0,0.571428571428572,"red",0
"144","5849916abb147f0001786ac5",0.5,0,0,0.555555555555556,0.428571428571429,"blue",0
"145","5849916abb147f0001786ac5",0.166666666666667,0,0,0.444444444444444,0.285714285714286,"blue",0
"146","5849916abb147f0001786ac5",0.5,0,0,0.555555555555556,0.428571428571429,"blue",0
"147","5849916abb147f0001786ac5",0.833333333333333,1,0,0.888888888888889,0.857142857142857,"red",0
"148","5849916abb147f0001786ac5",0.333333333333333,1,0,0.111111111111111,0.428571428571429,"red",0
"149","5849916abb147f0001786ac5",0.666666666666667,0,0,0.555555555555556,0.428571428571429,"blue",0
"150","5849916abb147f0001786ac5",0.833333333333333,1,0,0.555555555555556,0.428571428571429,"red",0
"151","5849916abb147f0001786ac5",0.166666666666667,0,0,0.272727272727273,0.428571428571429,"blue",1
"152","5849916abb147f0001786ac5",0.166666666666667,0,0,0.181818181818182,0.571428571428572,"blue",1
"153","5849916abb147f0001786ac5",0.833333333333333,1,0,0.727272727272727,0.571428571428572,"red",1
"154","5849916abb147f0001786ac5",0.333333333333333,0,0,0.272727272727273,0.428571428571429,"blue",1
"155","5849916abb147f0001786ac5",0.166666666666667,1,0,0.363636363636364,0.285714285714286,"red",1
"156","5849916abb147f0001786ac5",0.666666666666667,0,0,1,1,"blue",1
"157","5849916abb147f0001786ac5",0.333333333333333,0,0,0.636363636363636,0.428571428571429,"blue",1
"158","5849916abb147f0001786ac5",0.5,0,0,0.545454545454545,0.285714285714286,"blue",1
"159","5849916abb147f0001786ac5",0.333333333333333,0,0,0.363636363636364,0.285714285714286,"blue",1
"160","5849916abb147f0001786ac5",0.333333333333333,0,0,0.181818181818182,0.571428571428572,"blue",1
"161","5849916abb147f0001786ac5",0.833333333333333,1,0,1,1,"red",1
"162","5849916abb147f0001786ac5",0.666666666666667,0,0,0.727272727272727,0.571428571428572,"blue",1
"163","5849916abb147f0001786ac5",0.833333333333333,1,0,0.909090909090909,0.857142857142857,"red",1
"164","5849916abb147f0001786ac5",1,1,0,1,1,"red",1
"165","5849916abb147f0001786ac5",0.833333333333333,0,0,0,0.857142857142857,"blue",1
"166","5849916abb147f0001786ac5",0.333333333333333,1,0,0.363636363636364,0.285714285714286,"red",1
"167","5849916abb147f0001786ac5",0.833333333333333,0,0,0.727272727272727,0.571428571428572,"blue",1
"168","5849916abb147f0001786ac5",1,1,0,1,1,"red",1
"169","5849916abb147f0001786ac5",0.166666666666667,0,0,0.545454545454545,0.285714285714286,"blue",1
"170","5849916abb147f0001786ac5",0.5,0,0,0.636363636363636,0.428571428571429,"blue",1
"171","5849916abb147f0001786ac5",0.166666666666667,1,0,0.363636363636364,0.285714285714286,"red",1
"172","5849916abb147f0001786ac5",0.166666666666667,1,0,0.363636363636364,0.285714285714286,"red",1
"173","5849916abb147f0001786ac5",0.5,0,0,0.545454545454545,0.285714285714286,"blue",1
"174","5849916abb147f0001786ac5",0.666666666666667,0,0,0.909090909090909,0.857142857142857,"blue",1
"175","5849916abb147f0001786ac5",0.166666666666667,1,0,0,0.857142857142857,"red",1
"176","5849916abb147f0001786ac5",0.5,0,0,0.636363636363636,0.428571428571429,"blue",1
"177","5849916abb147f0001786ac5",0.166666666666667,1,0,0.181818181818182,0.571428571428572,"red",1
"178","5849916abb147f0001786ac5",0.166666666666667,0,0,0,0.857142857142857,"blue",1
"179","5849916abb147f0001786ac5",0.333333333333333,0,0,0.636363636363636,0.428571428571429,"blue",1
"180","5849916abb147f0001786ac5",0.5,1,0,0.727272727272727,0.571428571428572,"red",1
"181","5900dfba92947200019aaa22",0.166666666666667,0,0,0.0909090909090909,0.714285714285714,"blue",0
"182","5900dfba92947200019aaa22",0.166666666666667,0,0,0.545454545454545,0.285714285714286,"blue",0
"183","5900dfba92947200019aaa22",0.166666666666667,0,0,0.545454545454545,0.285714285714286,"blue",0
"184","5900dfba92947200019aaa22",0.166666666666667,0,1,0.909090909090909,0.857142857142857,"red",0
"185","5900dfba92947200019aaa22",0.166666666666667,0,0,0.545454545454545,0.285714285714286,"blue",0
"186","5900dfba92947200019aaa22",0.166666666666667,0,0,0,0.857142857142857,"blue",0
"187","5900dfba92947200019aaa22",0.166666666666667,0,1,0.909090909090909,0.857142857142857,"red",0
"188","5900dfba92947200019aaa22",0.166666666666667,0,0,0.272727272727273,0.428571428571429,"red",0
"189","5900dfba92947200019aaa22",0.166666666666667,0,1,0.636363636363636,0.428571428571429,"red",0
"190","5900dfba92947200019aaa22",0.166666666666667,0,0,0.363636363636364,0.285714285714286,"red",0
"191","5900dfba92947200019aaa22",0.166666666666667,0,0,0.636363636363636,0.428571428571429,"blue",0
"192","5900dfba92947200019aaa22",0.166666666666667,0,0,0.272727272727273,0.428571428571429,"blue",0
"193","5900dfba92947200019aaa22",0.166666666666667,0,0,0.545454545454545,0.285714285714286,"blue",0
"194","5900dfba92947200019aaa22",0.166666666666667,0,1,1,1,"red",0
"195","5900dfba92947200019aaa22",0.166666666666667,0,0,0.818181818181818,0.714285714285714,"blue",0
"196","5900dfba92947200019aaa22",0.166666666666667,0,1,0.909090909090909,0.857142857142857,"red",0
"197","5900dfba92947200019aaa22",0.166666666666667,0,0,0.636363636363636,0.428571428571429,"blue",0
"198","5900dfba92947200019aaa22",0.166666666666667,0,0,0.363636363636364,0.285714285714286,"red",0
"199","5900dfba92947200019aaa22",0.166666666666667,0,0,0,0.857142857142857,"blue",0
"200","5900dfba92947200019aaa22",0.166666666666667,0,0,0.909090909090909,0.857142857142857,"blue",0
"201","5900dfba92947200019aaa22",0.166666666666667,0,0,0.818181818181818,0.714285714285714,"blue",0
"202","5900dfba92947200019aaa22",0.166666666666667,0,0,0.363636363636364,0.285714285714286,"red",0
"203","5900dfba92947200019aaa22",0.166666666666667,0,0,0.545454545454545,0.285714285714286,"blue",0
"204","5900dfba92947200019aaa22",0.166666666666667,0,0,0.636363636363636,0.428571428571429,"blue",0
"205","5900dfba92947200019aaa22",0.166666666666667,0,0,0.636363636363636,0.428571428571429,"blue",0
"206","5900dfba92947200019aaa22",0.166666666666667,0,1,0.636363636363636,0.428571428571429,"red",0
"207","5900dfba92947200019aaa22",0.166666666666667,0,0,0.272727272727273,0.428571428571429,"red",0
"208","5900dfba92947200019aaa22",0.166666666666667,0,1,0.909090909090909,0.857142857142857,"red",0
"209","5900dfba92947200019aaa22",0.166666666666667,0,1,0.909090909090909,0.857142857142857,"red",0
"210","5900dfba92947200019aaa22",0.166666666666667,0,0,0.363636363636364,0.285714285714286,"red",0
"211","5900dfba92947200019aaa22",0.166666666666667,0,0,0.75,0.571428571428572,"blue",1
"212","5900dfba92947200019aaa22",0.166666666666667,0,0,0.416666666666667,0.285714285714286,"red",1
"213","5900dfba92947200019aaa22",0.166666666666667,0,0,0,1,"blue",1
"214","5900dfba92947200019aaa22",0.166666666666667,0,0,0.583333333333333,0.285714285714286,"blue",1
"215","5900dfba92947200019aaa22",0.166666666666667,0,0,0.0833333333333334,0.857142857142857,"blue",1
"216","5900dfba92947200019aaa22",0.166666666666667,0,0,0.333333333333333,0.428571428571429,"blue",1
"217","5900dfba92947200019aaa22",0.166666666666667,0,0,0.833333333333333,0.714285714285714,"blue",1
"218","5900dfba92947200019aaa22",0.166666666666667,0,0,0.25,0.571428571428572,"red",1
"219","5900dfba92947200019aaa22",0.166666666666667,0,0,0.416666666666667,0.285714285714286,"red",1
"220","5900dfba92947200019aaa22",0.166666666666667,0,0,0.75,0.571428571428572,"blue",1
"221","5900dfba92947200019aaa22",0.166666666666667,0,0,0.416666666666667,0.285714285714286,"red",1
"222","5900dfba92947200019aaa22",0.166666666666667,0,0,0.333333333333333,0.428571428571429,"red",1
"223","5900dfba92947200019aaa22",0.166666666666667,0,1,0.833333333333333,0.714285714285714,"red",1
"224","5900dfba92947200019aaa22",0.166666666666667,0,1,0.916666666666667,0.857142857142857,"red",1
"225","5900dfba92947200019aaa22",0.166666666666667,0,0,0.833333333333333,0.714285714285714,"blue",1
"226","5900dfba92947200019aaa22",0.166666666666667,0,0,0.666666666666667,0.428571428571429,"blue",1
"227","5900dfba92947200019aaa22",0.166666666666667,0,0,0.333333333333333,0.428571428571429,"red",1
"228","5900dfba92947200019aaa22",0.166666666666667,0,1,0.916666666666667,0.857142857142857,"red",1
"229","5900dfba92947200019aaa22",0.166666666666667,0,1,1,1,"red",1
"230","5900dfba92947200019aaa22",0.166666666666667,0,1,0.75,0.571428571428572,"red",1
"231","5900dfba92947200019aaa22",0.166666666666667,0,0,0.0833333333333334,0.857142857142857,"blue",1
"232","5900dfba92947200019aaa22",0.166666666666667,0,0,0.333333333333333,0.428571428571429,"red",1
"233","5900dfba92947200019aaa22",0.166666666666667,0,1,0.583333333333333,0.285714285714286,"red",1
"234","5900dfba92947200019aaa22",0.166666666666667,0,1,1,1,"red",1
"235","5900dfba92947200019aaa22",0.166666666666667,0,1,0.666666666666667,0.428571428571429,"red",1
"236","5900dfba92947200019aaa22",0.166666666666667,0,0,0.333333333333333,0.428571428571429,"blue",1
"237","5900dfba92947200019aaa22",0.166666666666667,0,0,0.666666666666667,0.428571428571429,"blue",1
"238","5900dfba92947200019aaa22",0.166666666666667,0,0,0.75,0.571428571428572,"blue",1
"239","5900dfba92947200019aaa22",0.166666666666667,0,1,0.916666666666667,0.857142857142857,"red",1
"240","5900dfba92947200019aaa22",0.166666666666667,0,0,0.25,0.571428571428572,"blue",1
"241","592a232ed13ea60001553e51",0.833333333333333,1,0,1,1,"red",0
"242","592a232ed13ea60001553e51",0.833333333333333,1,0,0.909090909090909,0.857142857142857,"red",0
"243","592a232ed13ea60001553e51",0.333333333333333,0,0,0.272727272727273,0.428571428571429,"blue",0
"244","592a232ed13ea60001553e51",0.166666666666667,0,0,0.363636363636364,0.285714285714286,"blue",0
"245","592a232ed13ea60001553e51",0.333333333333333,0,0,0.636363636363636,0.428571428571429,"blue",0
"246","592a232ed13ea60001553e51",0.166666666666667,1,0,0.363636363636364,0.285714285714286,"red",0
"247","592a232ed13ea60001553e51",0.5,0,0,0.636363636363636,0.428571428571429,"blue",0
"248","592a232ed13ea60001553e51",0.5,0,0,0.636363636363636,0.428571428571429,"blue",0
"249","592a232ed13ea60001553e51",0.333333333333333,1,0,0.272727272727273,0.428571428571429,"red",0
"250","592a232ed13ea60001553e51",0.166666666666667,1,0,0.363636363636364,0.285714285714286,"red",0
"251","592a232ed13ea60001553e51",0.333333333333333,0,0,0.636363636363636,0.428571428571429,"blue",0
"252","592a232ed13ea60001553e51",0.833333333333333,1,0,1,1,"red",0
"253","592a232ed13ea60001553e51",0.166666666666667,1,0,0.363636363636364,0.285714285714286,"red",0
"254","592a232ed13ea60001553e51",0.666666666666667,1,0,0.909090909090909,0.857142857142857,"red",0
"255","592a232ed13ea60001553e51",0.166666666666667,0,0,0,0.857142857142857,"blue",0
"256","592a232ed13ea60001553e51",0.166666666666667,1,0,0.272727272727273,0.428571428571429,"red",0
"257","592a232ed13ea60001553e51",0.333333333333333,1,0,0.181818181818182,0.571428571428572,"red",0
"258","592a232ed13ea60001553e51",0.333333333333333,0,0,0.545454545454545,0.285714285714286,"blue",0
"259","592a232ed13ea60001553e51",0.333333333333333,1,0,0.272727272727273,0.428571428571429,"red",0
"260","592a232ed13ea60001553e51",0.5,0,0,0.727272727272727,0.571428571428572,"blue",0
"261","592a232ed13ea60001553e51",0.833333333333333,1,0,0.909090909090909,0.857142857142857,"red",0
"262","592a232ed13ea60001553e51",0.166666666666667,1,0,0.363636363636364,0.285714285714286,"red",0
"263","592a232ed13ea60001553e51",0.166666666666667,1,0,0.181818181818182,0.571428571428572,"red",0
"264","592a232ed13ea60001553e51",0.666666666666667,1,0,0.909090909090909,0.857142857142857,"red",0
"265","592a232ed13ea60001553e51",0.333333333333333,0,0,0.545454545454545,0.285714285714286,"blue",0
"266","592a232ed13ea60001553e51",0.666666666666667,1,0,0.909090909090909,0.857142857142857,"red",0
"267","592a232ed13ea60001553e51",0.166666666666667,1,0,0.363636363636364,0.285714285714286,"red",0
"268","592a232ed13ea60001553e51",0.666666666666667,0,0,0.818181818181818,0.714285714285714,"blue",0
"269","592a232ed13ea60001553e51",0.333333333333333,1,0,0.636363636363636,0.428571428571429,"red",0
"270","592a232ed13ea60001553e51",0.833333333333333,0,0,1,1,"blue",0
"271","592a232ed13ea60001553e51",0.5,0,0,0.636363636363636,0.428571428571429,"blue",1
"272","592a232ed13ea60001553e51",0.333333333333333,0,0,0.545454545454545,0.285714285714286,"blue",1
"273","592a232ed13ea60001553e51",0.166666666666667,1,0,0.363636363636364,0.285714285714286,"red",1
"274","592a232ed13ea60001553e51",0.166666666666667,1,0,1,1,"red",1
"275","592a232ed13ea60001553e51",0.333333333333333,1,0,0,0.857142857142857,"red",1
"276","592a232ed13ea60001553e51",0.5,1,0,0.818181818181818,0.714285714285714,"red",1
"277","592a232ed13ea60001553e51",0.166666666666667,1,0,0.363636363636364,0.285714285714286,"red",1
"278","592a232ed13ea60001553e51",0.333333333333333,0,0,0.636363636363636,0.428571428571429,"blue",1
"279","592a232ed13ea60001553e51",0.833333333333333,1,0,0.909090909090909,0.857142857142857,"red",1
"280","592a232ed13ea60001553e51",1,0,0,1,1,"blue",1
"281","592a232ed13ea60001553e51",0.333333333333333,1,0,0.272727272727273,0.428571428571429,"red",1
"282","592a232ed13ea60001553e51",0.666666666666667,1,0,0.818181818181818,0.714285714285714,"red",1
"283","592a232ed13ea60001553e51",0.5,0,0,0.727272727272727,0.571428571428572,"blue",1
"284","592a232ed13ea60001553e51",0.166666666666667,1,0,0.363636363636364,0.285714285714286,"red",1
"285","592a232ed13ea60001553e51",0.833333333333333,1,0,0.909090909090909,0.857142857142857,"red",1
"286","592a232ed13ea60001553e51",0.333333333333333,0,0,0.545454545454545,0.285714285714286,"blue",1
