"","uuid","honesty_rating","pp_lied","win_tie_lose","outcome","random_pick_index","reported_col","random_pick_col","n_red","trial","n_blue","e_v","normed_signed_e_v","normed_unsigned_e_v","suspicion_rating","subject_lied","subject_lost","condition","block","reward_block","X","prop_bluepicks_block_high_reward","lie_proportion_block_high_reward","lie_proportion_redpicks_block_high_reward","mean_suspicion_rating_block_high_reward","prop_bluepicks_block_low_reward","lie_proportion_block_low_reward","lie_proportion_redpicks_block_low_reward","mean_suspicion_rating_block_low_reward","morelying_redpick_highstake","morelying_highstake","morelying_redpick_lowstake","morelying_lowstake","n_subjective_detection_block_high_reward","tp_block_high_reward","fp_block_high_reward","dprime_block_high_reward","n_subjective_detection_block_low_reward","tp_block_low_reward","fp_block_low_reward","dprime_block_low_reward","crt","twin","gender","age","edlev","block_mean_suspicion_rating","block_lie_proportion"
"36","5a0f2e4e074b1900012523ee",4,"False","tie",-1,0,-1,"red",5,6,2,-0.285714285714286,0.333333333333333,0.428571428571429,0.333333333333333,0,0,"1high_2low","game_block2","low",20,0.466666666666667,0,0,1.76666666666667,0.366666666666667,0.0333333333333333,0,1.66666666666667,"False","False","False","True",0,0,0,0,0,0,0,0,1,0,"female",31,5,1.66666666666667,0
"37","5a0f2e4e074b1900012523ee",4,"False","loss",1,2,-1,"red",4,7,3,0.571428571428571,0.833333333333333,0.714285714285714,0.333333333333333,0,1,"1high_2low","game_block2","low",20,0.466666666666667,0,0,1.76666666666667,0.366666666666667,0.0333333333333333,0,1.66666666666667,"False","False","False","True",0,0,0,0,0,0,0,0,1,0,"female",31,5,1.66666666666667,0
"38","5a0f2e4e074b1900012523ee",5,"False","tie",-1,1,-1,"red",4,8,3,-0.428571428571429,0.25,0.571428571428572,0.166666666666667,0,0,"1high_2low","game_block2","low",20,0.466666666666667,0,0,1.76666666666667,0.366666666666667,0.0333333333333333,0,1.66666666666667,"False","False","False","True",0,0,0,0,0,0,0,0,1,0,"female",31,5,1.66666666666667,0
"39","5a0f2e4e074b1900012523ee",5,"False","tie",-1,0,-1,"red",6,9,1,-0.142857142857143,0.416666666666667,0.285714285714286,0.166666666666667,0,0,"1high_2low","game_block2","low",20,0.466666666666667,0,0,1.76666666666667,0.366666666666667,0.0333333333333333,0,1.66666666666667,"False","False","False","True",0,0,0,0,0,0,0,0,1,0,"female",31,5,1.66666666666667,0
"40","5a0f2e4e074b1900012523ee",5,"False","tie",1,4,1,"blue",3,10,4,0.428571428571429,0.75,0.571428571428572,0.166666666666667,0,0,"1high_2low","game_block2","low",20,0.466666666666667,0,0,1.76666666666667,0.366666666666667,0.0333333333333333,0,1.66666666666667,"False","False","False","True",0,0,0,0,0,0,0,0,1,0,"female",31,5,1.66666666666667,0
"41","5a0f2e4e074b1900012523ee",4,"False","tie",-1,1,-1,"red",6,11,1,-0.142857142857143,0.416666666666667,0.285714285714286,0.333333333333333,0,0,"1high_2low","game_block2","low",20,0.466666666666667,0,0,1.76666666666667,0.366666666666667,0.0333333333333333,0,1.66666666666667,"False","False","False","True",0,0,0,0,0,0,0,0,1,0,"female",31,5,1.66666666666667,0
"42","5a0f2e4e074b1900012523ee",5,"False","tie",-1,4,-1,"red",5,12,2,-0.285714285714286,0.333333333333333,0.428571428571429,0.166666666666667,0,0,"1high_2low","game_block2","low",20,0.466666666666667,0,0,1.76666666666667,0.366666666666667,0.0333333333333333,0,1.66666666666667,"False","False","False","True",0,0,0,0,0,0,0,0,1,0,"female",31,5,1.66666666666667,0
"43","5a0f2e4e074b1900012523ee",4,"True","loss",1,0,-1,"red",4,13,3,0.571428571428571,0.833333333333333,0.714285714285714,0.333333333333333,0,1,"1high_2low","game_block2","low",20,0.466666666666667,0,0,1.76666666666667,0.366666666666667,0.0333333333333333,0,1.66666666666667,"False","False","False","True",0,0,0,0,0,0,0,0,1,0,"female",31,5,1.66666666666667,0
"44","5a0f2e4e074b1900012523ee",5,"True","loss",1,0,-1,"red",5,14,2,0.714285714285714,0.916666666666667,0.857142857142857,0.166666666666667,0,1,"1high_2low","game_block2","low",20,0.466666666666667,0,0,1.76666666666667,0.366666666666667,0.0333333333333333,0,1.66666666666667,"False","False","False","True",0,0,0,0,0,0,0,0,1,0,"female",31,5,1.66666666666667,0
"45","5a0f2e4e074b1900012523ee",5,"False","loss",1,2,-1,"red",4,15,3,0.571428571428571,0.833333333333333,0.714285714285714,0.166666666666667,0,1,"1high_2low","game_block2","low",20,0.466666666666667,0,0,1.76666666666667,0.366666666666667,0.0333333333333333,0,1.66666666666667,"False","False","False","True",0,0,0,0,0,0,0,0,1,0,"female",31,5,1.66666666666667,0
"46","5a0f2e4e074b1900012523ee",4,"False","tie",1,4,1,"blue",2,16,5,0.285714285714286,0.666666666666667,0.428571428571429,0.333333333333333,0,0,"1high_2low","game_block2","low",20,0.466666666666667,0,0,1.76666666666667,0.366666666666667,0.0333333333333333,0,1.66666666666667,"False","False","False","True",0,0,0,0,0,0,0,0,1,0,"female",31,5,1.66666666666667,0
"47","5a0f2e4e074b1900012523ee",4,"False","tie",-1,3,-1,"red",5,17,2,-0.285714285714286,0.333333333333333,0.428571428571429,0.333333333333333,0,0,"1high_2low","game_block2","low",20,0.466666666666667,0,0,1.76666666666667,0.366666666666667,0.0333333333333333,0,1.66666666666667,"False","False","False","True",0,0,0,0,0,0,0,0,1,0,"female",31,5,1.66666666666667,0
"48","5a0f2e4e074b1900012523ee",4,"True","loss",1,5,-1,"blue",5,18,2,0.714285714285714,0.916666666666667,0.857142857142857,0.333333333333333,1,1,"1high_2low","game_block2","low",20,0.466666666666667,0,0,1.76666666666667,0.366666666666667,0.0333333333333333,0,1.66666666666667,"False","False","False","True",0,0,0,0,0,0,0,0,1,0,"female",31,5,1.66666666666667,0
"49","5a0f2e4e074b1900012523ee",4,"True","loss",1,3,-1,"red",6,19,1,0.857142857142857,1,1,0.333333333333333,0,1,"1high_2low","game_block2","low",20,0.466666666666667,0,0,1.76666666666667,0.366666666666667,0.0333333333333333,0,1.66666666666667,"False","False","False","True",0,0,0,0,0,0,0,0,1,0,"female",31,5,1.66666666666667,0
"50","5a0f2e4e074b1900012523ee",4,"True","tie",1,5,1,"blue",3,20,4,0.428571428571429,0.75,0.571428571428572,0.333333333333333,0,0,"1high_2low","game_block2","low",20,0.466666666666667,0,0,1.76666666666667,0.366666666666667,0.0333333333333333,0,1.66666666666667,"False","False","False","True",0,0,0,0,0,0,0,0,1,0,"female",31,5,1.66666666666667,0
"51","5a0f2e4e074b1900012523ee",5,"False","win",-1,6,1,"blue",2,21,5,-0.714285714285714,0.0833333333333334,0.857142857142857,0.166666666666667,0,0,"1high_2low","game_block2","low",20,0.466666666666667,0,0,1.76666666666667,0.366666666666667,0.0333333333333333,0,1.66666666666667,"False","False","False","True",0,0,0,0,0,0,0,0,1,0,"female",31,5,1.66666666666667,0
"52","5a0f2e4e074b1900012523ee",5,"False","tie",-1,1,-1,"red",5,22,2,-0.285714285714286,0.333333333333333,0.428571428571429,0.166666666666667,0,0,"1high_2low","game_block2","low",20,0.466666666666667,0,0,1.76666666666667,0.366666666666667,0.0333333333333333,0,1.66666666666667,"False","False","False","True",0,0,0,0,0,0,0,0,1,0,"female",31,5,1.66666666666667,0
"53","5a0f2e4e074b1900012523ee",4,"False","tie",1,2,1,"blue",1,23,6,0.142857142857143,0.583333333333333,0.285714285714286,0.333333333333333,0,0,"1high_2low","game_block2","low",20,0.466666666666667,0,0,1.76666666666667,0.366666666666667,0.0333333333333333,0,1.66666666666667,"False","False","False","True",0,0,0,0,0,0,0,0,1,0,"female",31,5,1.66666666666667,0
"54","5a0f2e4e074b1900012523ee",4,"False","loss",1,4,-1,"red",6,24,1,0.857142857142857,1,1,0.333333333333333,0,1,"1high_2low","game_block2","low",20,0.466666666666667,0,0,1.76666666666667,0.366666666666667,0.0333333333333333,0,1.66666666666667,"False","False","False","True",0,0,0,0,0,0,0,0,1,0,"female",31,5,1.66666666666667,0
"55","5a0f2e4e074b1900012523ee",4,"False","tie",1,2,1,"blue",2,25,5,0.285714285714286,0.666666666666667,0.428571428571429,0.333333333333333,0,0,"1high_2low","game_block2","low",20,0.466666666666667,0,0,1.76666666666667,0.366666666666667,0.0333333333333333,0,1.66666666666667,"False","False","False","True",0,0,0,0,0,0,0,0,1,0,"female",31,5,1.66666666666667,0
"56","5a0f2e4e074b1900012523ee",4,"False","win",-1,6,1,"blue",5,26,2,-0.285714285714286,0.333333333333333,0.428571428571429,0.333333333333333,0,0,"1high_2low","game_block2","low",20,0.466666666666667,0,0,1.76666666666667,0.366666666666667,0.0333333333333333,0,1.66666666666667,"False","False","False","True",0,0,0,0,0,0,0,0,1,0,"female",31,5,1.66666666666667,0
"57","5a0f2e4e074b1900012523ee",4,"False","tie",1,5,1,"blue",2,27,5,0.285714285714286,0.666666666666667,0.428571428571429,0.333333333333333,0,0,"1high_2low","game_block2","low",20,0.466666666666667,0,0,1.76666666666667,0.366666666666667,0.0333333333333333,0,1.66666666666667,"False","False","False","True",0,0,0,0,0,0,0,0,1,0,"female",31,5,1.66666666666667,0
"58","5a0f2e4e074b1900012523ee",4,"False","loss",1,1,-1,"red",3,28,4,0.428571428571429,0.75,0.571428571428572,0.333333333333333,0,1,"1high_2low","game_block2","low",20,0.466666666666667,0,0,1.76666666666667,0.366666666666667,0.0333333333333333,0,1.66666666666667,"False","False","False","True",0,0,0,0,0,0,0,0,1,0,"female",31,5,1.66666666666667,0
"59","5a0f2e4e074b1900012523ee",4,"True","loss",1,0,-1,"red",5,29,2,0.714285714285714,0.916666666666667,0.857142857142857,0.333333333333333,0,1,"1high_2low","game_block2","low",20,0.466666666666667,0,0,1.76666666666667,0.366666666666667,0.0333333333333333,0,1.66666666666667,"False","False","False","True",0,0,0,0,0,0,0,0,1,0,"female",31,5,1.66666666666667,0
"60","5a0f2e4e074b1900012523ee",5,"False","tie",-1,3,-1,"red",4,30,3,-0.428571428571429,0.25,0.571428571428572,0.166666666666667,0,0,"1high_2low","game_block2","low",20,0.466666666666667,0,0,1.76666666666667,0.366666666666667,0.0333333333333333,0,1.66666666666667,"False","False","False","True",0,0,0,0,0,0,0,0,1,0,"female",31,5,1.66666666666667,0
"61","5aaa73e3f8a57d00010fe416",4,"False","tie",-1,1,-1,"red",3,1,4,-0.571428571428571,0.0909090909090909,0.714285714285714,0.333333333333333,0,0,"1high_2low","game_block1","high",19,0.5,0.266666666666667,0.533333333333333,2.63333333333333,0.5,0,0,1.9,"True","True","False","False",2,0,2,-0.0346469641157927,0,0,0,0,1,0,"female",24,2,2.63333333333333,0.533333333333333
"62","5aaa73e3f8a57d00010fe416",4,"False","tie",1,1,1,"blue",1,2,6,0.142857142857143,0.545454545454545,0.285714285714286,0.333333333333333,0,0,"1high_2low","game_block1","high",19,0.5,0.266666666666667,0.533333333333333,2.63333333333333,0.5,0,0,1.9,"True","True","False","False",2,0,2,-0.0346469641157927,0,0,0,0,1,0,"female",24,2,2.63333333333333,0.533333333333333
"63","5aaa73e3f8a57d00010fe416",4,"False","tie",1,6,1,"blue",1,3,6,0.142857142857143,0.545454545454545,0.285714285714286,0.333333333333333,0,0,"1high_2low","game_block1","high",19,0.5,0.266666666666667,0.533333333333333,2.63333333333333,0.5,0,0,1.9,"True","True","False","False",2,0,2,-0.0346469641157927,0,0,0,0,1,0,"female",24,2,2.63333333333333,0.533333333333333
"64","5aaa73e3f8a57d00010fe416",2,"False","loss",1,3,-1,"red",5,4,2,0.714285714285714,0.909090909090909,0.857142857142857,0.666666666666667,0,1,"1high_2low","game_block1","high",19,0.5,0.266666666666667,0.533333333333333,2.63333333333333,0.5,0,0,1.9,"True","True","False","False",2,0,2,-0.0346469641157927,0,0,0,0,1,0,"female",24,2,2.63333333333333,0.533333333333333
"65","5aaa73e3f8a57d00010fe416",4,"False","tie",1,5,1,"blue",1,5,6,0.142857142857143,0.545454545454545,0.285714285714286,0.333333333333333,0,0,"1high_2low","game_block1","high",19,0.5,0.266666666666667,0.533333333333333,2.63333333333333,0.5,0,0,1.9,"True","True","False","False",2,0,2,-0.0346469641157927,0,0,0,0,1,0,"female",24,2,2.63333333333333,0.533333333333333
"66","5aaa73e3f8a57d00010fe416",4,"False","win",-1,2,1,"blue",2,6,5,-0.714285714285714,0,0.857142857142857,0.333333333333333,0,0,"1high_2low","game_block1","high",19,0.5,0.266666666666667,0.533333333333333,2.63333333333333,0.5,0,0,1.9,"True","True","False","False",2,0,2,-0.0346469641157927,0,0,0,0,1,0,"female",24,2,2.63333333333333,0.533333333333333
"67","5aaa73e3f8a57d00010fe416",4,"True","tie",1,6,1,"blue",5,7,2,0.714285714285714,0.909090909090909,0.857142857142857,0.333333333333333,0,0,"1high_2low","game_block1","high",19,0.5,0.266666666666667,0.533333333333333,2.63333333333333,0.5,0,0,1.9,"True","True","False","False",2,0,2,-0.0346469641157927,0,0,0,0,1,0,"female",24,2,2.63333333333333,0.533333333333333
