"","X","uuid","normed_signed_e_v","normed_unsigned_e_v","subject_lost","subject_lied","reward_block","lied"
"187",186,"5ac92684fa3b4e0001739586",0.888888888888889,0.857142857142857,"False","True",1,1
"188",187,"5ac92684fa3b4e0001739586",0.555555555555556,0.428571428571429,"False","False",1,0
"189",188,"5ac92684fa3b4e0001739586",0.111111111111111,0.428571428571429,"False","True",1,1
"190",189,"5ac92684fa3b4e0001739586",0.444444444444444,0.285714285714286,"False","False",1,0
"191",190,"5ac92684fa3b4e0001739586",0.444444444444444,0.285714285714286,"False","False",1,0
"192",191,"5ac92684fa3b4e0001739586",0.777777777777778,0.714285714285714,"False","False",1,0
"193",192,"5ac92684fa3b4e0001739586",1,1,"False","True",1,1
"194",193,"5ac92684fa3b4e0001739586",0.444444444444444,0.285714285714286,"False","False",1,0
"195",194,"5ac92684fa3b4e0001739586",0.444444444444444,0.285714285714286,"False","False",1,0
"196",195,"5ac92684fa3b4e0001739586",0.888888888888889,0.857142857142857,"False","True",1,1
"197",196,"5ac92684fa3b4e0001739586",0.111111111111111,0.428571428571429,"False","False",1,0
"198",197,"5ac92684fa3b4e0001739586",0.888888888888889,0.857142857142857,"False","True",1,1
"199",198,"5ac92684fa3b4e0001739586",0.888888888888889,0.857142857142857,"False","False",1,0
"200",199,"5ac92684fa3b4e0001739586",0.111111111111111,0.428571428571429,"False","True",1,1
"201",200,"5ac92684fa3b4e0001739586",1,1,"False","True",1,1
"202",201,"5ac92684fa3b4e0001739586",0.555555555555556,0.428571428571429,"False","False",1,0
"203",202,"5ac92684fa3b4e0001739586",0,0.571428571428572,"False","True",1,1
"204",203,"5ac92684fa3b4e0001739586",0.555555555555556,0.428571428571429,"False","False",1,0
"205",204,"5ac92684fa3b4e0001739586",0.444444444444444,0.285714285714286,"False","True",1,1
"206",205,"5ac92684fa3b4e0001739586",0.555555555555556,0.428571428571429,"False","False",1,0
"207",206,"5ac92684fa3b4e0001739586",0.888888888888889,0.857142857142857,"False","True",1,1
"208",207,"5ac92684fa3b4e0001739586",0.111111111111111,0.428571428571429,"False","True",1,1
"209",208,"5ac92684fa3b4e0001739586",0.555555555555556,0.428571428571429,"False","False",1,0
"210",209,"5ac92684fa3b4e0001739586",0.555555555555556,0.428571428571429,"False","False",1,0
"211",210,"5c58595ca2f0f6000157d4d3",0.222222222222222,0.285714285714286,"False","False",1,0
"212",211,"5c58595ca2f0f6000157d4d3",0.555555555555556,0.428571428571429,"True","False",1,0
"213",212,"5c58595ca2f0f6000157d4d3",0.888888888888889,0.857142857142857,"True","False",1,0
"214",213,"5c58595ca2f0f6000157d4d3",0.555555555555556,0.428571428571429,"False","False",1,0
"215",214,"5c58595ca2f0f6000157d4d3",0.888888888888889,0.857142857142857,"True","False",1,0
"216",215,"5c58595ca2f0f6000157d4d3",0.888888888888889,0.857142857142857,"False","False",1,0
"217",216,"5c58595ca2f0f6000157d4d3",0.888888888888889,0.857142857142857,"True","False",1,0
"218",217,"5c58595ca2f0f6000157d4d3",0.555555555555556,0.428571428571429,"False","False",1,0
"219",218,"5c58595ca2f0f6000157d4d3",0.111111111111111,0.428571428571429,"False","False",1,0
"220",219,"5c58595ca2f0f6000157d4d3",0.444444444444444,0.285714285714286,"False","False",1,0
"221",220,"5c58595ca2f0f6000157d4d3",0.444444444444444,0.285714285714286,"True","True",1,1
"222",221,"5c58595ca2f0f6000157d4d3",0.777777777777778,0.714285714285714,"False","False",1,0
"223",222,"5c58595ca2f0f6000157d4d3",1,1,"True","False",1,0
"224",223,"5c58595ca2f0f6000157d4d3",0.444444444444444,0.285714285714286,"False","False",1,0
"225",224,"5c58595ca2f0f6000157d4d3",0.444444444444444,0.285714285714286,"False","False",1,0
"226",225,"5c58595ca2f0f6000157d4d3",0.888888888888889,0.857142857142857,"True","False",1,0
"227",226,"5c58595ca2f0f6000157d4d3",0.111111111111111,0.428571428571429,"False","False",1,0
"228",227,"5c58595ca2f0f6000157d4d3",0.888888888888889,0.857142857142857,"False","False",1,0
"229",228,"5c58595ca2f0f6000157d4d3",0.888888888888889,0.857142857142857,"True","False",1,0
"230",229,"5c58595ca2f0f6000157d4d3",0.111111111111111,0.428571428571429,"False","False",1,0
"231",230,"5c58595ca2f0f6000157d4d3",1,1,"True","False",1,0
"232",231,"5c58595ca2f0f6000157d4d3",0.555555555555556,0.428571428571429,"False","False",1,0
"233",232,"5c58595ca2f0f6000157d4d3",0,0.571428571428572,"False","False",1,0
"234",233,"5c58595ca2f0f6000157d4d3",0.555555555555556,0.428571428571429,"True","False",1,0
"235",234,"5c58595ca2f0f6000157d4d3",0.444444444444444,0.285714285714286,"False","False",1,0
"236",235,"5c58595ca2f0f6000157d4d3",0.555555555555556,0.428571428571429,"True","False",1,0
"237",236,"5c58595ca2f0f6000157d4d3",0.888888888888889,0.857142857142857,"True","False",1,0
"238",237,"5c58595ca2f0f6000157d4d3",0.111111111111111,0.428571428571429,"False","False",1,0
"239",238,"5c58595ca2f0f6000157d4d3",0.555555555555556,0.428571428571429,"False","False",1,0
"240",239,"5c58595ca2f0f6000157d4d3",0.555555555555556,0.428571428571429,"False","False",1,0
"241",240,"5d3cc346791fe2000173f470",0.222222222222222,0.285714285714286,"False","False",1,0
"242",241,"5d3cc346791fe2000173f470",0.555555555555556,0.428571428571429,"False","False",1,0
"243",242,"5d3cc346791fe2000173f470",0.888888888888889,0.857142857142857,"False","False",1,0
"244",243,"5d3cc346791fe2000173f470",0.555555555555556,0.428571428571429,"False","False",1,0
"245",244,"5d3cc346791fe2000173f470",0.888888888888889,0.857142857142857,"True","False",1,0
"246",245,"5d3cc346791fe2000173f470",0.888888888888889,0.857142857142857,"False","False",1,0
"247",246,"5d3cc346791fe2000173f470",0.888888888888889,0.857142857142857,"True","False",1,0
"248",247,"5d3cc346791fe2000173f470",0.555555555555556,0.428571428571429,"False","False",1,0
"249",248,"5d3cc346791fe2000173f470",0.111111111111111,0.428571428571429,"False","False",1,0
"250",249,"5d3cc346791fe2000173f470",0.444444444444444,0.285714285714286,"False","False",1,0
"251",250,"5d3cc346791fe2000173f470",0.444444444444444,0.285714285714286,"False","False",1,0
"252",251,"5d3cc346791fe2000173f470",0.777777777777778,0.714285714285714,"True","False",1,0
"253",252,"5d3cc346791fe2000173f470",1,1,"True","False",1,0
"254",253,"5d3cc346791fe2000173f470",0.444444444444444,0.285714285714286,"False","False",1,0
"255",254,"5d3cc346791fe2000173f470",0.444444444444444,0.285714285714286,"False","False",1,0
"256",255,"5d3cc346791fe2000173f470",0.888888888888889,0.857142857142857,"True","False",1,0
"257",256,"5d3cc346791fe2000173f470",0.111111111111111,0.428571428571429,"False","False",1,0
"258",257,"5d3cc346791fe2000173f470",0.888888888888889,0.857142857142857,"False","False",1,0
"259",258,"5d3cc346791fe2000173f470",0.888888888888889,0.857142857142857,"True","False",1,0
"260",259,"5d3cc346791fe2000173f470",0.111111111111111,0.428571428571429,"False","False",1,0
"261",260,"5d3cc346791fe2000173f470",1,1,"True","False",1,0
"262",261,"5d3cc346791fe2000173f470",0.555555555555556,0.428571428571429,"False","False",1,0
"263",262,"5d3cc346791fe2000173f470",0,0.571428571428572,"False","False",1,0
"264",263,"5d3cc346791fe2000173f470",0.555555555555556,0.428571428571429,"False","False",1,0
"265",264,"5d3cc346791fe2000173f470",0.444444444444444,0.285714285714286,"False","False",1,0
"266",265,"5d3cc346791fe2000173f470",0.555555555555556,0.428571428571429,"False","False",1,0
"267",266,"5d3cc346791fe2000173f470",0.888888888888889,0.857142857142857,"True","False",1,0
"268",267,"5d3cc346791fe2000173f470",0.111111111111111,0.428571428571429,"False","False",1,0
"269",268,"5d3cc346791fe2000173f470",0.555555555555556,0.428571428571429,"False","False",1,0
"270",269,"5d3cc346791fe2000173f470",0.555555555555556,0.428571428571429,"False","False",1,0
"271",270,"60f74a06f654525ebd8b355c",0.222222222222222,0.285714285714286,"False","False",1,0
"272",271,"60f74a06f654525ebd8b355c",0.555555555555556,0.428571428571429,"False","False",1,0
"273",272,"60f74a06f654525ebd8b355c",0.888888888888889,0.857142857142857,"False","True",1,1
"274",273,"60f74a06f654525ebd8b355c",0.555555555555556,0.428571428571429,"False","True",1,1
"275",274,"60f74a06f654525ebd8b355c",0.888888888888889,0.857142857142857,"True","False",1,0
"276",275,"60f74a06f654525ebd8b355c",0.888888888888889,0.857142857142857,"True","False",1,0
"277",276,"60f74a06f654525ebd8b355c",0.888888888888889,0.857142857142857,"False","False",1,0
"278",277,"60f74a06f654525ebd8b355c",0.555555555555556,0.428571428571429,"False","False",1,0
"279",278,"60f74a06f654525ebd8b355c",0.111111111111111,0.428571428571429,"False","False",1,0
"280",279,"60f74a06f654525ebd8b355c",0.444444444444444,0.285714285714286,"False","False",1,0
"281",280,"60f74a06f654525ebd8b355c",0.444444444444444,0.285714285714286,"False","False",1,0
"282",281,"60f74a06f654525ebd8b355c",0.777777777777778,0.714285714285714,"False","True",1,1
"283",282,"60f74a06f654525ebd8b355c",1,1,"False","False",1,0
"284",283,"60f74a06f654525ebd8b355c",0.444444444444444,0.285714285714286,"False","False",1,0
"285",284,"60f74a06f654525ebd8b355c",0.444444444444444,0.285714285714286,"False","False",1,0
"286",285,"60f74a06f654525ebd8b355c",0.888888888888889,0.857142857142857,"True","False",1,0
"287",286,"60f74a06f654525ebd8b355c",0.111111111111111,0.428571428571429,"False","True",1,1
"288",287,"60f74a06f654525ebd8b355c",0.888888888888889,0.857142857142857,"False","False",1,0
"289",288,"60f74a06f654525ebd8b355c",0.888888888888889,0.857142857142857,"False","True",1,1
"290",289,"60f74a06f654525ebd8b355c",0.111111111111111,0.428571428571429,"False","False",1,0
"291",290,"60f74a06f654525ebd8b355c",1,1,"False","True",1,1
"292",291,"60f74a06f654525ebd8b355c",0.555555555555556,0.428571428571429,"True","True",1,1
"293",292,"60f74a06f654525ebd8b355c",0,0.571428571428572,"False","False",1,0
"294",293,"60f74a06f654525ebd8b355c",0.555555555555556,0.428571428571429,"False","False",1,0
"295",294,"60f74a06f654525ebd8b355c",0.444444444444444,0.285714285714286,"False","False",1,0
"296",295,"60f74a06f654525ebd8b355c",0.555555555555556,0.428571428571429,"False","False",1,0
